budget,revenue,popularity,runtime,vote_average,title,genres,primary_genre,success,profit,roi
138802430,87340331,2.35615649048254,171,4.467242657905796,Movie 67,Comedy,Comedy,0,-51462099,-37.075791108268064
128924625,270742668,8.942002399115694,97,4.363932426420165,Movie 68,,,1,141818043,110.00074113071882
108944665,115672318,31.90744045354276,118,5.035424043173202,Movie 69,Animation,Animation,1,6727653,6.175293668579365
53631083,50950928,2.558548386572021,128,5.9891923173701125,Movie 70,Animation,Animation,0,-2680155,-4.997391158407149
9585377,6914785,2.697828409604613,172,5.632006632189453,Movie 71,Drama,Drama,0,-2670592,-27.861105515203
87544585,66382641,91.74372686259868,161,4.309639192688962,Movie 72,Romance,Romance,0,-21161944,-24.172761799030745
86157821,169013794,70.90969170978636,123,3.782708459661708,Movie 73,Animation,Animation,1,82855973,96.16767466763116
153041741,339832195,31.586643016747114,151,3.075466874917172,Movie 74,Animation,Animation,1,186790454,122.05196620182201
171819422,256603281,14.131813182494364,133,3.923779431999023,Movie 75,Horror,Horror,1,84783859,49.344746951831794
61304654,104202138,51.65193607161263,174,7.23213822116471,Movie 76,Romance,Romance,1,42897484,69.9742698164482
112636935,249481725,1.529269924582081,113,4.4618314160734975,Movie 77,Science Fiction,Science Fiction,1,136844790,121.49193335205722
35119117,19085465,93.90296064195626,150,5.811610860729059,Movie 78,Thriller,Thriller,0,-16033652,-45.65505448214999
37433622,48956688,42.06669681950577,115,6.547806893539468,Movie 79,Science Fiction,Science Fiction,1,11523066,30.782663777499273
90482491,265362016,40.831160568495946,97,8.321045416989643,Movie 80,Romance,Romance,1,174879525,193.27443692946076
195249720,380791736,39.66876715059644,117,8.333130590360517,Movie 81,Romance,Romance,1,185542016,95.02805740259193
102670589,116588762,7.863504708388711,138,7.474402402088154,Movie 82,Drama,Drama,1,13918173,13.5561441066633
56105831,101233160,64.19390173939084,88,3.2109419522910088,Movie 83,Drama,Drama,1,45127329,80.43251155125036
138584340,188008188,73.56735834320698,152,6.450422514512489,Movie 84,Science Fiction,Science Fiction,1,49423848,35.663371489159594
59743503,109367201,67.93641436124074,151,7.719500824989039,Movie 85,Drama,Drama,1,49623698,83.06124600695075
92693393,75485214,14.705113839610036,130,3.1037282685801797,Movie 86,Animation,Animation,0,-17208179,-18.56462304708168
171476398,142631775,58.30517663552367,114,6.29810768193947,Movie 87,Romance,Romance,0,-28844623,-16.821337126523968
70739572,60755099,57.37896393305313,161,8.146584874716176,Movie 88,Romance,Romance,0,-9984473,-14.114409682885839
105157975,299652852,86.97266800619683,84,5.844612455053602,Movie 89,Horror,Horror,1,194494877,184.95494706892177
191066585,445614526,38.533638179189055,93,3.024637217384691,Movie 90,Drama,Drama,1,254547941,133.2247294837033
120208152,108903144,37.77710842228399,171,3.0660801500136445,Movie 91,Animation,Animation,0,-11305008,-9.404526907626032
133862715,129963656,62.23417881310037,109,5.499816224482503,Movie 92,Animation,Animation,0,-3899059,-2.9127296573956385
192273147,447433781,63.67419269645179,83,3.930052004500528,Movie 93,Comedy,Comedy,1,255160634,132.70736864779147
184378299,164172209,47.45923750525325,118,6.986703942559558,Movie 94,Adventure,Adventure,0,-20206090,-10.959039165449726
112665644,122400319,44.86287687071169,163,7.252795589436924,Movie 95,Romance,Romance,1,9734675,8.640322510383024
69394024,201823295,49.92061939315038,143,4.067278772763771,Movie 96,Comedy,Comedy,1,132429271,190.83670807157688
199743196,227360951,86.24348465082788,104,8.33119973114691,Movie 97,Comedy,Comedy,1,27617755,13.82663117095613
173945196,374692020,46.65552322413709,107,5.651447069873555,Movie 98,,,1,200746824,115.40808749900744
52757120,155452980,94.05324740501244,155,3.8570754455515424,Movie 99,Science Fiction,Science Fiction,1,102695860,194.65782059369428
68157848,97857079,50.89637259603628,145,7.585509588416373,Movie 100,Animation,Animation,1,29699231,43.5741911921867
96540567,52497792,94.97086862490823,157,7.739847000100637,Movie 101,Romance,Romance,0,-44042775,-45.62100303388522
86390464,95925226,83.4503582850385,101,6.835772835992745,Movie 102,Action,Action,1,9534762,11.036822304832162
49170987,126723122,36.88070093896708,110,8.12079331921532,Movie 103,Thriller,Thriller,1,77552135,157.71929695045577
187780295,499781403,86.50050070836498,102,7.424237832184028,Movie 104,Romance,Romance,1,312001108,166.1522088885844
24717335,59848043,11.896265135910406,127,8.293234423361945,Movie 105,Science Fiction,Science Fiction,1,35130708,142.1298372174832
61472382,48119016,92.57967035895844,99,5.603328290912877,Movie 106,Comedy,Comedy,0,-13353366,-21.722545256176993
13719242,34144119,63.53270799320627,117,7.485582768596655,Movie 107,Adventure,Adventure,1,20424877,148.8775910505843
49715250,139038365,6.384684103708807,134,8.998509380574266,Movie 108,Horror,Horror,1,89323115,179.6694475035326
84139152,168406519,64.78141564143034,147,7.3495871851177155,Movie 109,Science Fiction,Science Fiction,1,84267367,100.15238446900439
103400391,294917394,97.45051776033084,158,3.685102681422793,Movie 110,,,1,191517003,185.21883829240065
179271906,460208409,7.910264806848263,167,6.109912334575098,Movie 111,Horror,Horror,1,280936503,156.70972059615409
173552610,376162923,55.91408326822855,168,6.524086747458168,Movie 112,Comedy,Comedy,1,202610313,116.7428787155664
92355424,179443180,75.03164062617788,80,4.0452640504283455,Movie 113,Romance,Romance,1,87087756,94.29630900725441
187659194,257362230,81.2156000832536,86,8.777349805068226,Movie 114,Romance,Romance,1,69703036,37.143416485099046
50583876,45435378,41.96891906675879,136,4.053478665807698,Movie 115,Animation,Animation,0,-5148498,-10.178140560047238
198421286,399299981,21.212489357656057,174,4.065347518279337,Movie 116,Science Fiction,Science Fiction,1,200878695,101.23848053277914
112999993,146366504,5.191885598466,91,8.49100282784733,Movie 117,Animation,Animation,1,33366511,29.527887669869145
172625499,460236267,58.39288955262525,84,5.791232598730026,Movie 118,Science Fiction,Science Fiction,1,287610768,166.60966639696724
162226952,483978535,45.83819595649347,129,3.379129675647097,Movie 119,Romance,Romance,1,321751583,198.33423425227147
52327755,124596016,94.92569511982138,121,6.589124999631172,Movie 120,Science Fiction,Science Fiction,1,72268261,138.10693961550615
80018913,58110073,6.999885863776068,91,6.610958091798287,Movie 121,Romance,Romance,0,-21908840,-27.379577125722765
142347872,173908386,68.85413900115456,97,3.387004552119371,Movie 122,,,1,31560514,22.171398529933768
5545583,4285482,3.47165598988566,145,8.835134973801972,Movie 123,Drama,Drama,0,-1260101,-22.72260644191963
189296765,402497758,17.971983494343732,153,6.264179791767454,Movie 124,Action,Action,1,213200993,112.62791152294653
55474455,133858592,45.90432099236058,158,6.3587743330785855,Movie 125,Drama,Drama,1,78384137,141.29771441648234
176760164,497436169,46.03237183748395,173,6.120692487014367,Movie 126,,,1,320676005,181.41870755449173
181844642,290120554,68.88435375043075,96,6.66439067786772,Movie 127,Adventure,Adventure,1,108275912,59.543086235117116
124685547,343314063,91.1110904519079,147,4.58579851664253,Movie 128,Drama,Drama,1,218628516,175.34391215366765
54933927,148031985,64.26418373257715,150,4.723448087849045,Movie 129,Romance,Romance,1,93098058,169.4727886466227
107179285,138581667,95.39997468729938,141,6.068034538776796,Movie 130,Horror,Horror,1,31402382,29.2989284263279
53453338,142840766,88.27994834792176,120,7.840115128581477,Movie 131,Action,Action,1,89387428,167.22515626619986
150099456,216020229,58.86547975754824,174,3.299187458965073,Movie 132,Comedy,Comedy,1,65920773,43.91806256779505
35045666,43532786,83.5454031409639,113,6.620425273321476,Movie 133,Animation,Animation,1,8487120,24.21731691445099
147939822,314029884,64.61518342203976,149,7.840668855037884,Movie 134,Science Fiction,Science Fiction,1,166090062,112.26866421402076
111573005,147382703,8.777225261448987,124,3.941503632223363,Movie 135,Action,Action,1,35809698,32.09530656631504
157396162,326679176,74.31590760269148,137,3.0901352518833978,Movie 136,Comedy,Comedy,1,169283014,107.55218669182037
47321408,95805953,10.395935685467276,130,4.876279770848749,Movie 137,Comedy,Comedy,1,48484545,102.45795095530548
148014660,282500383,59.81419527640153,113,6.528862240377589,Movie 138,Action,Action,1,134485723,90.85973173197844
91053374,132122931,70.56138037996466,123,3.829699040428486,Movie 139,Drama,Drama,1,41069557,45.104926040412295
27063245,50642078,7.586233212874669,94,5.556734225834913,Movie 140,,,1,23578833,87.12492903197676
174660954,347787282,23.848670738726643,157,6.313928984245668,Movie 141,Thriller,Thriller,1,173126328,99.12136859163154
98636744,183880316,91.65155099390331,149,6.593298568543903,Movie 142,Comedy,Comedy,1,85243572,86.42172130093832
100483854,161884375,62.01513473105674,129,4.646470326002251,Movie 143,Adventure,Adventure,1,61400521,61.10486267773925
110174313,59126988,25.382315862242628,111,5.400177815917749,Movie 144,Adventure,Adventure,0,-51047325,-46.333236495879035
8887739,17487997,69.37729734365266,146,7.670035374405352,Movie 145,Animation,Animation,1,8600258,96.76542031668572
195954700,180496022,60.08086557620727,82,8.647288164724113,Movie 146,Horror,Horror,0,-15458678,-7.888903915037507
62071026,130748887,50.65599429187689,165,8.171281986709543,Movie 147,Romance,Romance,1,68677861,110.64399193272558
135987326,326146674,97.64251052382028,165,6.385701010400592,Movie 148,Comedy,Comedy,1,190159348,139.836081488947
90178975,157913600,68.66192396334338,153,5.461756817663679,Movie 149,Thriller,Thriller,1,67734625,75.1113272245554
50007334,92809069,38.16866985712336,130,4.99773968622851,Movie 150,,,1,42801735,85.59091552451086
163651376,471102626,80.20726977560993,146,3.7497393965041086,Movie 151,Horror,Horror,1,307451250,187.86963942179136
8971379,23486338,88.57374599919758,155,3.639307483296678,Movie 152,Adventure,Adventure,1,14514959,161.79183824471133
4331068,12064585,13.396835392166311,172,7.1301457494819465,Movie 153,Adventure,Adventure,1,7733517,178.55912213800386
37810847,95828405,20.85474480668138,127,4.558766497026962,Movie 154,Action,Action,1,58017558,153.44157193833823
35428803,27361517,22.40647390365019,96,4.527970118594681,Movie 155,Comedy,Comedy,0,-8067286,-22.770416488527708
140871965,122907921,69.42996912926749,86,8.989170326866713,Movie 156,Thriller,Thriller,0,-17964044,-12.752036219555821
62553124,113631471,60.700915950275046,92,4.127555747242773,Movie 157,Science Fiction,Science Fiction,1,51078347,81.65594894988779
181033766,201884175,62.28016490516023,145,3.888358556932978,Movie 158,Animation,Animation,1,20850409,11.517414381138158
152968492,258782715,94.1365566692606,83,3.592111366559524,Movie 159,Animation,Animation,1,105814223,69.17386817149247
172116174,255749713,77.8152417479233,89,6.478832071000777,Movie 160,Drama,Drama,1,83633539,48.5913305277167
24841962,46542300,13.665755526666535,167,6.767182956012609,Movie 161,Adventure,Adventure,1,21700338,87.35355927200919
67834972,160578219,35.40320116009292,96,5.191367557541292,Movie 162,Drama,Drama,1,92743247,136.71892869654314
178374243,408249993,44.10397097139783,131,6.212480013068807,Movie 163,Romance,Romance,1,229875750,128.87272631620922
23993420,43262183,40.20019728601289,85,7.730397185669475,Movie 164,Science Fiction,Science Fiction,1,19268763,80.30853042209071
63190751,161514519,67.26155230702604,162,7.90862500993049,Movie 165,Science Fiction,Science Fiction,1,98323768,155.5983533096481
157188486,247910642,89.29741722239969,148,8.74747245429389,Movie 166,Animation,Animation,1,90722156,57.71552249698493
171731194,470850136,31.299094888756013,175,7.945607915537247,Movie 167,Thriller,Thriller,1,299118942,174.17857235651667
32288562,21898124,55.63583650569738,153,6.38904862030456,Movie 168,,,0,-10390438,-32.179934182265534
156569237,451960599,79.15153276944498,88,4.077941795021076,Movie 169,Comedy,Comedy,1,295391362,188.66500703455557
24484187,52316163,42.205587825689584,170,3.5985813462170544,Movie 170,Horror,Horror,1,27831976,113.67327001709306
196995197,285679730,17.64369471153029,156,3.327071339465155,Movie 171,Adventure,Adventure,1,88684533,45.01862702774424
37093880,36829968,48.02014556111108,162,6.999154990712302,Movie 172,Animation,Animation,0,-263912,-0.7114704635912986
185658932,315241082,6.467029553559819,100,7.8452175323879585,Movie 173,Drama,Drama,1,129582150,69.79580707703306
82752859,81627073,94.2959619462254,103,6.052103704104474,Movie 174,Thriller,Thriller,0,-1125786,-1.3604194629698534
133888171,122618672,8.407299314302332,83,3.32828504900184,Movie 175,Drama,Drama,0,-11269499,-8.417098326035092
179283859,366344943,44.40721480980724,103,6.212823447548029,Movie 176,Thriller,Thriller,1,187061084,104.33793931220545
76415325,138136885,53.45824484776409,138,8.614495569147302,Movie 177,,,1,61721560,80.77118038822711
36563453,79534288,98.54507939644128,178,6.585679145594763,Movie 178,Adventure,Adventure,1,42970835,117.52400682725452
169973642,480008062,17.43616054064322,82,7.856564930776889,Movie 179,,,1,310034420,182.40146904659488
51873983,94963134,12.328720342623498,147,7.800915890350503,Movie 180,Thriller,Thriller,1,43089151,83.06505208979229
91586459,178807003,1.8619085591918143,119,8.592774598683917,Movie 181,Thriller,Thriller,1,87220544,95.23301255702002
189110296,136928306,16.40157225006093,127,7.62137259389924,Movie 182,Animation,Animation,0,-52181990,-27.593415643535344
24637222,56519991,21.52002492769909,133,7.486203084078538,Movie 183,Romance,Romance,1,31882769,129.40894472599226
137702141,206520578,63.42751321672614,114,4.404615989823844,Movie 184,Drama,Drama,1,68818437,49.976301385175994
96057280,282582564,22.75097224874864,174,3.3595509319264885,Movie 185,Horror,Horror,1,186525284,194.18130931877315
174667704,446788640,3.031560658203196,135,6.105596790322847,Movie 186,Thriller,Thriller,1,272120936,155.79350376071812
98453338,177826675,82.83521620474639,168,3.746605247680531,Movie 187,Adventure,Adventure,1,79373337,80.6202599245543
3235000,2614063,37.19397439939271,119,8.773175257667948,Movie 188,Thriller,Thriller,0,-620937,-19.19434312210201
24685747,65381175,36.01597197149266,156,4.739548575798171,Movie 189,Action,Action,1,40695428,164.8539458822129
173094412,432641302,30.94542388762473,147,8.117665220305758,Movie 190,Animation,Animation,1,259546890,149.9452737965914
30859174,29669948,97.56195443749569,125,5.325747751214756,Movie 191,Science Fiction,Science Fiction,0,-1189226,-3.853719480631594
171320581,212128410,17.841426313618868,157,4.939165499144265,Movie 192,Action,Action,1,40807829,23.819571917048307
47159303,117120984,89.92556833137027,92,8.610951434259727,Movie 193,Action,Action,1,69961681,148.35181300283423
147412954,141969158,77.90352988184891,106,5.179935432517344,Movie 194,Horror,Horror,0,-5443796,-3.6928884825142303
183153864,511801718,8.571515594431995,85,5.3417274519788185,Movie 195,Romance,Romance,1,328647854,179.43812203710866
149639396,233634766,98.68618104858402,96,3.636550677677455,Movie 196,,,1,83995370,56.1318558115538
22200096,15930731,27.865230390362044,115,7.022679991695056,Movie 197,Science Fiction,Science Fiction,0,-6269365,-28.24026076283634
84375337,214260335,10.759709775218822,178,4.733036486865081,Movie 198,Action,Action,1,129884998,153.93716057098536
108868843,156093339,83.10210917845018,160,6.513625007037043,Movie 199,Science Fiction,Science Fiction,1,47224496,43.37742066387166
24234510,44015879,70.96087783409229,81,6.548110224319257,Movie 200,Horror,Horror,1,19781369,81.62479455949388
186933626,145950458,62.10466178191218,156,7.315198173574602,Movie 201,Science Fiction,Science Fiction,0,-40983168,-21.92391432026253
46968757,23787798,16.44210550619438,131,7.471448917034648,Movie 202,Science Fiction,Science Fiction,0,-23180959,-49.35399716879883
135278815,283404114,48.37111550934023,145,6.086714606409236,Movie 203,Animation,Animation,1,148125299,109.49630139796834
81705119,146083680,78.27504666183417,131,4.985951685620418,Movie 204,,,1,64378561,78.79379136575274
67653416,134213987,31.058769876240184,171,8.024705369008403,Movie 205,Science Fiction,Science Fiction,1,66560571,98.38464180433994
124850419,310173340,31.857293022989104,122,4.8591938964509085,Movie 206,Science Fiction,Science Fiction,1,185322921,148.43596239753109
11274621,23862902,1.3109496987640896,169,6.045054566815988,Movie 207,,,1,12588281,111.65147812950875
148240432,138891442,18.25009676289257,101,5.407515499222368,Movie 208,Science Fiction,Science Fiction,0,-9348990,-6.306639743197725
17816569,24977605,87.6651568870616,134,8.13047031581813,Movie 209,Animation,Animation,1,7161036,40.19312584819221
108147827,298999299,44.732902672133,146,5.591511186874973,Movie 210,Drama,Drama,1,190851472,176.47277554638245
8654909,20986957,98.43921542420895,178,5.316595133024906,Movie 211,Thriller,Thriller,1,12332048,142.4861659435125
38814054,73420379,40.17508839380547,139,7.1389421573858245,Movie 212,Animation,Animation,1,34606325,89.15926432214476
107388866,122327999,71.80345902324389,137,6.614646659168656,Movie 213,Adventure,Adventure,1,14939133,13.911249421332004
100157604,125712942,28.909985247568184,91,3.643481000975077,Movie 214,Animation,Animation,1,25555338,25.51512514217093
150638768,350972537,37.01715447295242,167,6.04901283806378,Movie 215,Comedy,Comedy,1,200333769,132.98951635079757
159428240,418967155,19.88187277149857,148,7.412870329999485,Movie 216,Comedy,Comedy,1,259538915,162.79356467837817
73073914,159196028,35.3591744814401,163,8.952448587548137,Movie 217,Drama,Drama,1,86122114,117.85616683950992
168997441,426519956,55.17651452164367,118,6.774881003821915,Movie 218,Comedy,Comedy,1,257522515,152.38249376805652
12506305,30223241,99.18551521694567,92,5.221758398647907,Movie 219,Thriller,Thriller,1,17716936,141.66403266192532
155777819,136190303,66.75596959410679,120,4.3569095988127104,Movie 220,Thriller,Thriller,0,-19587516,-12.574008370216044
142951830,222985132,20.72534948642309,136,8.236981404919922,Movie 221,Adventure,Adventure,1,80033302,55.98620318466717
124035620,109456411,5.451182717563562,132,7.887391272681016,Movie 222,Thriller,Thriller,0,-14579209,-11.754050167201969
140892447,153303516,13.50929165013655,91,4.40353692467631,Movie 223,Drama,Drama,1,12411069,8.808895909090145
143875872,384601652,56.69296492603169,92,4.203792540879441,Movie 224,Thriller,Thriller,1,240725780,167.31490600453148
41163712,69246827,76.75087255285986,153,7.290820660867054,Movie 225,Romance,Romance,1,28083115,68.22298970510725
86447809,158925241,94.10150152277394,176,4.889712371512557,Movie 226,Thriller,Thriller,1,72477432,83.83952449274913
133863028,126649807,2.566494027685261,136,4.838392790171747,Movie 227,Animation,Animation,0,-7213221,-5.388508767334921
45165849,57842975,52.75325401462511,119,3.913741482405932,Movie 228,Thriller,Thriller,1,12677126,28.067945761409245
130693942,140576419,47.6158682660945,159,4.583853118258979,Movie 229,Thriller,Thriller,1,9882477,7.561541758377753
79826934,81061490,65.9494471755947,124,5.565045345555897,Movie 230,Science Fiction,Science Fiction,1,1234556,1.5465406700951336
50905866,106642799,56.398306592068856,114,7.397030023634493,Movie 231,Action,Action,1,55736933,109.49019706294752
175875390,200886562,69.01687590766558,82,5.017848566482499,Movie 232,Horror,Horror,1,25011172,14.22096178436335
141877636,295110975,66.15017589016985,84,4.971626036879056,Movie 233,Romance,Romance,1,153233339,108.00387102587472
32378291,20920796,12.584160760936674,169,4.709479515314615,Movie 234,Action,Action,0,-11457495,-35.386348834779454
198238369,169381995,80.17207344825324,90,5.869702005066258,Movie 235,Thriller,Thriller,0,-28856374,-14.556402045458716
37634821,44648093,13.20002499591616,150,4.083820187647892,Movie 236,Adventure,Adventure,1,7013272,18.635061396997212
103325205,205887590,70.15453189570458,135,5.913784404192754,Movie 237,Romance,Romance,1,102562385,99.26172902342657
154651082,338624490,42.198391396420064,89,7.22505333716814,Movie 238,Thriller,Thriller,1,183973408,118.96031092753687
17887294,28741168,51.87122272308319,113,3.1787430241957333,Movie 239,Adventure,Adventure,1,10853874,60.679239688239036
120356143,194312259,90.42650342319534,146,3.058676281834571,Movie 240,Romance,Romance,1,73956116,61.44772851353337
98935968,228669924,89.09848892087517,151,3.450737460927056,Movie 241,Romance,Romance,1,129733956,131.1292127853846
111456008,60136393,81.96777425984793,110,6.213960370368673,Movie 242,Thriller,Thriller,0,-51319615,-46.044727351081875
36562619,49459171,51.504689665176,154,8.126730499112421,Movie 243,Comedy,Comedy,1,12896552,35.27250605324526
36213498,92227364,73.88774120324948,150,3.029306796121512,Movie 244,Horror,Horror,1,56013866,154.67676168703724
36703247,73701901,51.77680849636213,145,8.619967827508086,Movie 245,Horror,Horror,1,36998654,100.80485249711013
176127900,236551716,87.09100216500296,149,3.637671069423215,Movie 246,Drama,Drama,1,60423816,34.306782741405534
197962050,547129885,40.87480749005709,120,8.051901168349357,Movie 247,Thriller,Thriller,1,349167835,176.38119781038841
122946771,298952059,97.0532990970728,142,5.89712858989768,Movie 248,Drama,Drama,1,176005288,143.15568157540307
58805563,68346096,93.29995306465888,111,6.956144323673064,Movie 249,Thriller,Thriller,1,9540533,16.223861337744527
141621731,299278524,74.41865932572676,99,6.064097906683094,Movie 250,Adventure,Adventure,1,157656793,111.32245869809346
72244178,143720893,28.66217253343113,136,5.862289351076128,Movie 251,Adventure,Adventure,1,71476715,98.9376818710568
102573977,154165588,14.03370529053258,177,8.009396570186349,Movie 252,Drama,Drama,1,51591611,50.29697834568704
